address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
2801 W Broadway APT T2,Columbia,MO,65203,99500,1184.0,2.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2801-W-Broadway-APT-T2-Columbia-MO-65203/58697262_zpid/
501 Huntridge Dr,Columbia,MO,65201,109000,1241.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/501-Huntridge-Dr-Columbia-MO-65201/58711584_zpid/
2007 Waterfront Dr N APT A,Columbia,MO,65202,74900,968.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2007-Waterfront-Dr-N-APT-A-Columbia-MO-65202/58714761_zpid/
5219 N Clearview Ct,Columbia,MO,65202,74000,1120.0,3.0,2.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/5219-N-Clearview-Ct-Columbia-MO-65202/58691411_zpid/
5009-5011 Alpine Ridge Dr,Columbia,MO,65202,205000,3302.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5009-5011-Alpine-Ridge-Dr-Columbia-MO-65202/70890453_zpid/
Old Hawthorne LOT 104,Columbia,MO,65201,58500,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Old-Hawthorne-LOT-104-Columbia-MO-65201/2092573931_zpid/
Engle Dr LOT 34A,Columbia,MO,65203,59900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Engle-Dr-LOT-34A-Columbia-MO-65203/2092415405_zpid/
N Perche Pointe Pl LOT 312,Columbia,MO,65203,59900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/N-Perche-Pointe-Pl-LOT-312-Columbia-MO-65203/2092415406_zpid/
Arbor Pointe LOT 387,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-387-Columbia-MO-65202/2092654338_zpid/
Arbor Pointe LOT 380,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-380-Columbia-MO-65202/2092654337_zpid/
Arbor Pointe LOT 379,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-379-Columbia-MO-65202/2092654336_zpid/
Arbor Pointe LOT 385,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-385-Columbia-MO-65202/2092654341_zpid/
Arbor Pointe LOT 382,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-382-Columbia-MO-65202/2092654335_zpid/
Arbor Pointe LOT 378,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-378-Columbia-MO-65202/2092654334_zpid/
Arbor Pointe LOT 386,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-386-Columbia-MO-65202/2092654340_zpid/
Arbor Pointe LOT 383,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-383-Columbia-MO-65202/2092654339_zpid/
Arbor Pointe LOT 384,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-384-Columbia-MO-65202/2092655986_zpid/
800 Rutland Dr,Columbia,MO,65203,257500,1755.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/800-Rutland-Dr-Columbia-MO-65203/2094212183_zpid/
4508 Fall River Dr,Columbia,MO,65203,312500,2970.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4508-Fall-River-Dr-Columbia-MO-65203/58710503_zpid/
4081 Thompson Rd,Columbia,MO,65202,200000,3578.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4081-Thompson-Rd-Columbia-MO-65202/2092749249_zpid/
3501 N Forestview Rd,Columbia,MO,65202,174900,1867.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3501-N-Forestview-Rd-Columbia-MO-65202/58691656_zpid/
4311 Forum Blvd,Columbia,MO,65203,185000,2142.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4311-Forum-Blvd-Columbia-MO-65203/58710369_zpid/
8 Dundee Dr,Columbia,MO,65203,140000,2111.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Dundee-Dr-Columbia-MO-65203/58704910_zpid/
2904 Clover Way,Columbia,MO,65201,150000,2540.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2904-Clover-Way-Columbia-MO-65201/58711574_zpid/
4 Lexibelle Dr,Columbia,MO,65201,224900,2050.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4-Lexibelle-Dr-Columbia-MO-65201/67323362_zpid/
1809 Brandeis Ct,Columbia,MO,65203,178900,1654.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1809-Brandeis-Ct-Columbia-MO-65203/58704431_zpid/
4006 W Worley St APT 105,Columbia,MO,65203,165900,1379.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4006-W-Worley-St-APT-105-Columbia-MO-65203/2096016308_zpid/
3404 Derby Ridge Dr,Columbia,MO,65202,162850,1914.0,4.0,3.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/3404-Derby-Ridge-Dr-Columbia-MO-65202/58695189_zpid/
7000 E New Haven Rd,Columbia,MO,65201,174500,1097.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7000-E-New-Haven-Rd-Columbia-MO-65201/58719802_zpid/
7615 S Nursery Rd,Columbia,MO,65203,375000,3419.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7615-S-Nursery-Rd-Columbia-MO-65203/2092354743_zpid/
1631 Kathy Dr,Columbia,MO,65202,129900,1512.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1631-Kathy-Dr-Columbia-MO-65202/58698879_zpid/
3581 N Manchester Dr,Columbia,MO,65202,126900,1214.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3581-N-Manchester-Dr-Columbia-MO-65202/58696177_zpid/
3601 Amethyst Dr,Columbia,MO,65202,154900,1305.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3601-Amethyst-Dr-Columbia-MO-65202/70886162_zpid/
4816 Bethel St,Columbia,MO,65203,113000,1320.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4816-Bethel-St-Columbia-MO-65203/58712951_zpid/
2918 Woods Crossing Dr,Columbia,MO,65202,167000,1538.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2918-Woods-Crossing-Dr-Columbia-MO-65202/82754133_zpid/
1324 S Pecos Ave,Columbia,MO,65201,155000,2026.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1324-S-Pecos-Ave-Columbia-MO-65201/58718730_zpid/
5707 Vero Way,Columbia,MO,65201,164900,1489.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5707-Vero-Way-Columbia-MO-65201/70890899_zpid/
1002 Eastland Cir,Columbia,MO,65201,139900,1612.0,2.0,1.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1002-Eastland-Cir-Columbia-MO-65201/58714200_zpid/
7404 Pemberton Dr,Columbia,MO,65203,294900,2305.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7404-Pemberton-Dr-Columbia-MO-65203/2092682577_zpid/
240 E Tully Ct,Columbia,MO,65202,129900,1200.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/240-E-Tully-Ct-Columbia-MO-65202/58692159_zpid/
6130 S Sinclair Rd,Columbia,MO,65203,164900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6130-S-Sinclair-Rd-Columbia-MO-65203/2094914667_zpid/
4502 E Brynleigh Ct,Columbia,MO,65202,140450,1307.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4502-E-Brynleigh-Ct-Columbia-MO-65202/2092500956_zpid/
49 E Sandker Ln,Columbia,MO,65202,128500,1350.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-E-Sandker-Ln-Columbia-MO-65202/58692202_zpid/
Worstell Ln LOT 3,Columbia,MO,65202,34999,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Worstell-Ln-LOT-3-Columbia-MO-65202/2103173784_zpid/
7217 N Moberly Dr,Columbia,MO,65202,119000,3064.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/7217-N-Moberly-Dr-Columbia-MO-65202/58691328_zpid/
7213 N Moberly Dr,Columbia,MO,65202,119000,NA,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/7213-N-Moberly-Dr-Columbia-MO-65202/58691327_zpid/
Lot 13 Stevendave,Columbia,MO,65202,7900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Lot-13-Stevendave-Columbia-MO-65202/2094790419_zpid/
5104-5106 Flurry Dr,COLUMBIA,MO,65202,210000,3004.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5104-5106-Flurry-Dr-Columbia-MO-65202/83031855_zpid/
5100-5102 Flurry Dr,COLUMBIA,MO,65202,210000,3004.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5100-5102-Flurry-Dr-Columbia-MO-65202/83034696_zpid/
5212-5214 Flurry Dr,COLUMBIA,MO,65202,210000,3004.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5212-5214-Flurry-Dr-Columbia-MO-65202/83033424_zpid/
5203-5205 Flurry Dr,COLUMBIA,MO,65202,210000,3004.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5203-5205-Flurry-Dr-Columbia-MO-65202/83032745_zpid/
5112-5114 Flurry Dr,COLUMBIA,MO,65202,210000,3004.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5112-5114-Flurry-Dr-Columbia-MO-65202/83030439_zpid/
5108-5110 Flurry Dr,COLUMBIA,MO,65202,210000,3004.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5108-5110-Flurry-Dr-Columbia-MO-65202/83035477_zpid/
5204-5206 Flurry Dr,COLUMBIA,MO,65202,210000,3004.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5204-5206-Flurry-Dr-Columbia-MO-65202/83033732_zpid/
5116-5118 Flurry Dr,COLUMBIA,MO,65202,210000,3004.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5116-5118-Flurry-Dr-Columbia-MO-65202/83034905_zpid/
Arbor Pointe LOT 381,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-381-Columbia-MO-65202/2092604292_zpid/
5200-5202 Flurry Dr,COLUMBIA,MO,65202,210000,3004.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5200-5202-Flurry-Dr-Columbia-MO-65202/83033103_zpid/
2704 Rutherford Dr,COLUMBIA,MO,65201,345000,2563.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2704-Rutherford-Dr-Columbia-MO-65201/103668793_zpid/
2400 Topaz Dr,Columbia,MO,65203,255000,2504.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2400-Topaz-Dr-Columbia-MO-65203/58705553_zpid/
2605 Chapel Wood Ter,Columbia,MO,65203,349900,4037.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2605-Chapel-Wood-Ter-Columbia-MO-65203/58704360_zpid/
4210 Steinbrooke Ter,Columbia,MO,65203,239400,1760.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4210-Steinbrooke-Ter-Columbia-MO-65203/2092527487_zpid/
2609 Hillshire Dr,Columbia,MO,65203,257500,3093.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2609-Hillshire-Dr-Columbia-MO-65203/58704159_zpid/
2615 Mallard Ct,Columbia,MO,65201,212000,2325.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2615-Mallard-Ct-Columbia-MO-65201/58718376_zpid/
3704 Wakefield Dr,Columbia,MO,65203,199900,2057.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3704-Wakefield-Dr-Columbia-MO-65203/58712062_zpid/
3400 Churchill Dr,Columbia,MO,65201,139000,1264.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3400-Churchill-Dr-Columbia-MO-65201/58719423_zpid/
3715 Wakefield Dr,Columbia,MO,65203,229900,2515.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3715-Wakefield-Dr-Columbia-MO-65203/58712058_zpid/
7470 E Suncrest Ct,Columbia,MO,65201,138950,1390.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7470-E-Suncrest-Ct-Columbia-MO-65201/58717336_zpid/
1601 Parklawn Ct,Columbia,MO,65202,165000,2421.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1601-Parklawn-Ct-Columbia-MO-65202/58698852_zpid/
1805 Parkade Blvd,Columbia,MO,65202,145000,1615.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1805-Parkade-Blvd-Columbia-MO-65202/58698652_zpid/
2011 Cecil St,Columbia,MO,65201,199900,1573.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2011-Cecil-St-Columbia-MO-65201/89254790_zpid/
4470 N Cindy Ln,Columbia,MO,65202,344900,3660.0,4.0,4.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/4470-N-Cindy-Ln-Columbia-MO-65202/58691712_zpid/
904 West Blvd N,Columbia,MO,65203,140000,1215.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/904-West-Blvd-N-Columbia-MO-65203/58699437_zpid/
2463 S Roby Farm Rd,Columbia,MO,65203,950000,6142.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2463-S-Roby-Farm-Rd-Columbia-MO-65203/2092473695_zpid/
302 Cedar Falls Ct,Columbia,MO,65203,379000,3601.0,5.0,4.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/302-Cedar-Falls-Ct-Columbia-MO-65203/103716909_zpid/
3404 W Worley St,Columbia,MO,65203,199000,2270.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3404-W-Worley-St-Columbia-MO-65203/58697769_zpid/
3802 Creekfront Way,Columbia,MO,65203,255000,2080.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3802-Creekfront-Way-Columbia-MO-65203/67317630_zpid/
221 N Sunny Side Ct,Columbia,MO,65201,140000,1604.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/221-N-Sunny-Side-Ct-Columbia-MO-65201/58717235_zpid/
4600 Oakview Dr,Columbia,MO,65202,135000,1940.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4600-Oakview-Dr-Columbia-MO-65202/58696022_zpid/
5208 Silver Mill Dr,Columbia,MO,65202,145900,1428.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5208-Silver-Mill-Dr-Columbia-MO-65202/2092845280_zpid/
3503 Yellowwood Dr,Columbia,MO,65202,205000,1643.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3503-Yellowwood-Dr-Columbia-MO-65202/2092557622_zpid/
4902 Aspen Ridge Dr,Columbia,MO,65202,167900,1415.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4902-Aspen-Ridge-Dr-Columbia-MO-65202/2093357677_zpid/
1812 E Riviera Dr,Columbia,MO,65202,134900,1452.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1812-E-Riviera-Dr-Columbia-MO-65202/58694409_zpid/
3511 Hialeah Dr,Columbia,MO,65201,174900,1800.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3511-Hialeah-Dr-Columbia-MO-65201/58719389_zpid/
1613-1615 N Telluride Ln # 1613-1615,Columbia,MO,65201,180000,2470.0,3.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1613-1615-N-Telluride-Ln-1613-1615-Columbia-MO-65201/2093311397_zpid/
4739 Brandon Woods St,Columbia,MO,65203,119000,1185.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4739-Brandon-Woods-St-Columbia-MO-65203/58712936_zpid/
Route E N,Columbia,MO,65202,700000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Route-E-N-Columbia-MO-65202/103672215_zpid/
109 Lynn St,Columbia,MO,65203,117000,1300.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/109-Lynn-St-Columbia-MO-65203/2092954037_zpid/
0 Creasy Springs Rd,Columbia,MO,65202,28000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Creasy-Springs-Rd-Columbia-MO-65202/2100728789_zpid/
Heath Ct LOT 29A,Columbia,MO,65203,64900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Heath-Ct-LOT-29A-Columbia-MO-65203/2092413460_zpid/
1990 W High Point Ln Section # 1,Columbia,MO,65203,324900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1990-W-High-Point-Ln-Section-1-Columbia-MO-65203/2093548172_zpid/
5525-5527 Volunteer Dr,COLUMBIA,MO,65201,223100,3248.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5525-5527-Volunteer-Dr-Columbia-MO-65201/67323466_zpid/
1211 Clinkscales Rd,Columbia,MO,65202,299000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1211-Clinkscales-Rd-Columbia-MO-65202/2093154511_zpid/
2309 N Creasy Springs Rd # A+B,Columbia,MO,65202,166500,NA,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2309-N-Creasy-Springs-Rd-A+B-Columbia-MO-65202/2100728676_zpid/
1990 W High Point Ln Section # 2,Columbia,MO,65203,342000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1990-W-High-Point-Ln-Section-2-Columbia-MO-65203/2093548171_zpid/
600 Thilly Ave,Columbia,MO,65203,485000,4098.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/600-Thilly-Ave-Columbia-MO-65203/58707764_zpid/
3407 Longfords Mill Dr,Columbia,MO,65203,270000,2770.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3407-Longfords-Mill-Dr-Columbia-MO-65203/70891016_zpid/
4402 Ryefield Ct,Columbia,MO,65203,325000,2569.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4402-Ryefield-Ct-Columbia-MO-65203/89290108_zpid/
5408 Heath Ct,Columbia,MO,65203,241500,1740.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5408-Heath-Ct-Columbia-MO-65203/2094492179_zpid/
3105 Belinda Ct,Columbia,MO,65203,265000,2312.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3105-Belinda-Ct-Columbia-MO-65203/80184919_zpid/
3602 Flatwater Dr,Columbia,MO,65202,189999,1760.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3602-Flatwater-Dr-Columbia-MO-65202/83033990_zpid/
3505 Snow Leopard Dr,Columbia,MO,65202,224400,2520.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3505-Snow-Leopard-Dr-Columbia-MO-65202/80268727_zpid/
4109 W Rollins Rd,Columbia,MO,65203,219900,2658.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4109-W-Rollins-Rd-Columbia-MO-65203/58704544_zpid/
7402 Rosedown Dr,Columbia,MO,65203,250000,2044.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7402-Rosedown-Dr-Columbia-MO-65203/103708619_zpid/
1309 Ridge Rd,Columbia,MO,65203,182000,1903.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1309-Ridge-Rd-Columbia-MO-65203/58708119_zpid/
5808 Mahon Dr,COLUMBIA,MO,65201,164900,1417.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5808-Mahon-Dr-Columbia-MO-65201/103695368_zpid/
509 W Ash St,Columbia,MO,65203,99990,800.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/509-W-Ash-St-Columbia-MO-65203/58700970_zpid/
7620 W Black Walnut Dr,Columbia,MO,65202,199900,1700.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7620-W-Black-Walnut-Dr-Columbia-MO-65202/2094120333_zpid/
4515 W Knox Dr,Columbia,MO,65203,145000,1490.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4515-W-Knox-Dr-Columbia-MO-65203/58702949_zpid/
4700 Gage Pl,Columbia,MO,65203,209000,2324.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4700-Gage-Pl-Columbia-MO-65203/58702452_zpid/
4306 Mount Carmel Ln,Columbia,MO,65203,149900,1934.0,4.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/4306-Mount-Carmel-Ln-Columbia-MO-65203/67317114_zpid/
3604 Flatwater Dr,Columbia,MO,65202,205000,1678.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3604-Flatwater-Dr-Columbia-MO-65202/102969266_zpid/
4609 Pierre St,Columbia,MO,65202,102000,1560.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4609-Pierre-St-Columbia-MO-65202/58715229_zpid/
609 Florence Ave,Columbia,MO,65203,119900,1155.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/609-Florence-Ave-Columbia-MO-65203/58699573_zpid/
1600 Kathy Dr,Columbia,MO,65202,137900,1370.0,3.0,3.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1600-Kathy-Dr-Columbia-MO-65202/58698873_zpid/
617 Huntridge Dr,Columbia,MO,65201,109900,1288.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/617-Huntridge-Dr-Columbia-MO-65201/58711610_zpid/
703 Westmount Ave LOT 53,Columbia,MO,65203,250000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/703-Westmount-Ave-LOT-53-Columbia-MO-65203/2095205926_zpid/
58 Acres N Stadium Blvd,Columbia,MO,65202,498000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/58-Acres-N-Stadium-Blvd-Columbia-MO-65202/2092406810_zpid/
1314 Saint Christopher St,Columbia,MO,65203,145000,1525.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1314-Saint-Christopher-St-Columbia-MO-65203/58708190_zpid/
3211 Belinda Ct,Columbia,MO,65203,212500,1555.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3211-Belinda-Ct-Columbia-MO-65203/80181296_zpid/
3311 Lance Dr,Columbia,MO,65202,144900,1627.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3311-Lance-Dr-Columbia-MO-65202/58695090_zpid/
201 Copper Mountain Dr,Columbia,MO,65202,179900,1562.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/201-Copper-Mountain-Dr-Columbia-MO-65202/2092573936_zpid/
2319 Mace Dr,Columbia,MO,65201,205000,1555.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2319-Mace-Dr-Columbia-MO-65201/2093418359_zpid/
261 N Moonglow Ln,Columbia,MO,65201,154500,2154.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/261-N-Moonglow-Ln-Columbia-MO-65201/58717303_zpid/
Delwood Dr LOT 329,Columbia,MO,65202,174900,1524.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/Delwood-Dr-LOT-329-Columbia-MO-65202/2092985716_zpid/
4006 Cotton Wood Dr,Columbia,MO,65202,162000,1529.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4006-Cotton-Wood-Dr-Columbia-MO-65202/67317597_zpid/
4500 E Brynleigh Ct,Columbia,MO,65202,140450,1307.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4500-E-Brynleigh-Ct-Columbia-MO-65202/2092500327_zpid/
